Data Statistik Produksi Perikanan Perikanan Tangkap Perairan Darat
Tahun,Provinsi,Kabupaten/Kota,Jenis Perairan,Jenis Kapal,Jenis Alat Tangkap,Kelompok,Volume Produksi (Ton),Nilai Produksi (Rp 000)
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,ANCO,NILEM,0.47,21190
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,ANCO,SEPAT,0.75,29545
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,ANCO,TAWES,0.34,14350
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,BARBUS,0.35,15780
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,BELUT TAWAR,1.22,66860
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,BETOK,0.64,28710
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,GABUS,0.60,37710
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,GURAMI,0.92,41340
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,LELE,0.49,22070
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,MAS,0.68,30480
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,NILA,0.52,19480
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,NILEM,0.56,24970
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,SEPAT,1.16,46070
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,BUBU,TAWES,0.54,22835
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,BARBUS,0.37,16490
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,BETOK,0.53,23810
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,GABUS,0.59,37025
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,GURAMI,0.66,29290
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,LELE,0.41,18420
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,MAS,0.81,36380
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,NILA,0.44,16445
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,NILEM,0.33,14980
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,SEPAT,1.05,41855
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,JALA TEBAR,TAWES,0.62,26490
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",BARBUS,0.28,12360
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",BETOK,0.38,17170
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,0.43,26600
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,0.64,27530
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.44,19640
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",MAS,0.51,22900
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILA,0.36,13585
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,0.38,16890
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,0.73,28255
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,0.50,21035
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,BELUT TAWAR,0.80,43850
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,BETOK,0.45,20160
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,GABUS,0.31,19435
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,GURAMI,0.65,29340
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,LELE,0.31,13760
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,MAS,0.87,38970
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,NILA,0.65,24205
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,NILEM,0.44,19690
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,SEPAT,0.68,26500
2022,RIAU,KUANTAN SINGINGI,DANAU,NTP,PANCING BERJORAN,TAWES,0.45,19090
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,BARBUS,0.55,24060
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,BETOK,0.60,26950
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,GABUS,0.33,20315
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,GURAMI,0.77,34120
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,LELE,0.31,13830
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,MAS,1.04,47000
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,NILA,0.57,21345
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,NILEM,0.65,29160
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,SEPAT,0.93,36650
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,ANCO,TAWES,0.51,21655
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,BARBUS,0.43,19320
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,BELUT TAWAR,1.35,74070
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,BETOK,0.76,34120
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,GABUS,0.64,39930
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,GURAMI,1.20,54080
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,LELE,0.55,24840
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,MAS,0.87,39340
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,NILA,0.68,25670
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,NILEM,0.64,28600
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,SEPAT,1.25,48750
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,BUBU,TAWES,0.56,23730
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,BARBUS,0.43,19140
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,BETOK,0.68,30670
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,GABUS,0.94,58485
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,GURAMI,0.89,38270
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,LELE,0.73,32680
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,MAS,0.75,33330
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,NILA,0.65,24295
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,NILEM,0.45,20330
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,SEPAT,1.45,55940
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,JALA TEBAR,TAWES,0.72,30225
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BARBUS,0.51,22990
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BETOK,0.65,28950
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,0.70,44045
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,0.68,28990
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.70,31200
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MAS,0.66,29590
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILA,0.44,16380
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,0.43,19090
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,0.98,38390
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,0.67,28300
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,BELUT TAWAR,0.89,48830
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,BETOK,0.56,25170
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,GABUS,0.39,24255
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,GURAMI,0.80,36270
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,LELE,0.37,16800
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,MAS,0.99,44780
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,NILA,0.68,25415
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,NILEM,0.50,22720
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,SEPAT,0.78,30715
2022,RIAU,KUANTAN SINGINGI,DANAU,PTM,PANCING BERJORAN,TAWES,0.51,21875
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,BARBUS,0.37,16130
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,BETOK,0.62,27830
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,GABUS,0.15,9625
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,GURAMI,1.14,46660
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,LELE,0.14,6290
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,MAS,1.23,54960
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,NILA,0.72,25240
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,NILEM,0.80,33555
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,SEPAT,1.93,71670
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,ANCO,TAWES,0.62,26150
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,BARBUS,0.45,20170
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,BELUT TAWAR,1.65,106240
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,BETOK,0.59,26330
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,GABUS,1.83,114705
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,GURAMI,1.74,74000
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,LELE,1.95,87050
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,MAS,0.96,43780
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,NILA,0.94,32920
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,NILEM,0.84,36505
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,SEPAT,2.59,99100
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,BUBU,TAWES,0.65,27560
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,BARBUS,0.41,18120
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,BETOK,0.99,44720
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,GABUS,1.14,71525
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,GURAMI,2.33,100490
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,LELE,1.05,46690
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,MAS,1.09,48230
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,NILA,1.11,38500
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,NILEM,1.45,62330
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,SEPAT,2.91,108500
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,JALA TEBAR,TAWES,0.58,24265
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",BARBUS,0.61,27250
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",BETOK,0.82,36700
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,0.92,57560
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,1.80,76120
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.31,14250
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",MAS,1.23,54860
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILA,1.12,38920
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,1.15,48210
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,2.43,88740
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,0.45,18360
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,BELUT TAWAR,1.47,94360
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,BETOK,0.71,31530
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,GABUS,1.14,71595
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,GURAMI,1.06,43900
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,LELE,1.15,50950
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,MAS,0.84,37180
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,NILA,0.75,26180
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,NILEM,0.70,29735
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,SEPAT,1.36,51010
2022,RIAU,KUANTAN SINGINGI,RAWA,NTP,PANCING BERJORAN,TAWES,0.52,21600
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,BARBUS,0.49,21600
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,BETOK,0.61,27370
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,GABUS,0.14,9020
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,GURAMI,1.15,47300
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,LELE,0.17,7490
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,MAS,1.43,63860
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,NILA,1.21,42140
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,NILEM,0.80,33625
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,SEPAT,1.93,71680
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,ANCO,TAWES,0.62,26015
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,BARBUS,0.62,27870
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,BELUT TAWAR,2.88,186110
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,BETOK,0.82,36470
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,GABUS,1.91,119205
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,GURAMI,2.41,105780
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,LELE,2.38,106300
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,MAS,1.65,75300
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,NILA,1.23,42780
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,NILEM,1.01,44010
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,SEPAT,3.47,133020
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,BUBU,TAWES,0.79,33600
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,BARBUS,0.73,32320
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,BETOK,1.25,56470
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,GABUS,1.39,87070
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,GURAMI,2.83,124180
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,LELE,1.23,55130
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,MAS,1.34,59650
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,NILA,1.39,48200
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,NILEM,1.85,79050
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,SEPAT,3.19,119800
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,JALA TEBAR,TAWES,0.88,36595
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BARBUS,0.76,34050
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",BETOK,0.81,36590
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GABUS,1.15,72215
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",GURAMI,2.24,94800
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.67,30580
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",MAS,1.60,71250
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILA,1.33,46280
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,1.27,53710
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",SEPAT,3.10,113300
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,0.70,29270
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,BELUT TAWAR,1.83,117660
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,BETOK,0.84,37750
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,GABUS,1.46,91585
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,GURAMI,1.67,70320
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,LELE,1.47,66030
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,MAS,1.21,53790
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,NILA,0.81,27940
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,NILEM,0.92,39355
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,SEPAT,2.00,74550
2022,RIAU,KUANTAN SINGINGI,RAWA,PTM,PANCING BERJORAN,TAWES,0.62,25930
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,ANCO,BARBUS,0.39,21610
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,BARBUS,2.86,179870
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,BAUNG,2.19,178790
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,GOBI,0.54,47150
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,HAMPAL,0.37,26040
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,LELE,2.03,223770
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,MAS,1.63,86830
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,NILA,1.23,52190
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,NILEM,1.21,60680
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,PATIN,1.22,232580
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,TAWES,1.51,75800
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,BUBU,UDANG,0.63,133080
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,BARBUS,3.40,217095
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,BAUNG,1.95,155540
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,GOBI,0.53,46275
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,HAMPAL,0.53,36880
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,LELE,1.34,145220
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,MAS,1.64,84810
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,NILA,1.21,51490
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,NILEM,2.33,116500
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,PATIN,1.08,205340
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,TAWES,1.82,90900
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,JALA TEBAR,UDANG,0.54,112500
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",BARBUS,2.68,169480
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",MAS,1.13,57400
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILA,0.04,1450
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",NILEM,0.93,46100
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",TAWES,0.75,37500
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG HANYUT, JARING GILLNET OSEANIK",UDANG,0.47,98640
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BARBUS,2.90,187480
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",BAUNG,0.64,51630
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",GOBI,0.30,26125
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",HAMPAL,0.45,31380
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",LELE,0.78,85260
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",MAS,2.09,108620
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",NILA,1.34,56845
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",NILEM,1.50,74840
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",PATIN,0.63,119620
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",TAWES,1.05,52440
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,"JARING INSANG TETAP, JARING LIONG BUN",UDANG,0.42,88140
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,BARBUS,1.32,89030
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,BAUNG,1.06,87820
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,GOBI,0.22,19350
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,HAMPAL,0.46,32040
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,LELE,0.70,77850
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,MAS,1.12,58770
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,NILA,1.03,43810
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,NILEM,0.90,45240
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,PATIN,0.39,73680
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,TAWES,0.34,17200
2022,RIAU,KUANTAN SINGINGI,SUNGAI,MT_0005,PANCING BERJORAN,UDANG,0.30,62520
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,BARBUS,4.02,258980
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,MAS,1.52,78750
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,NILA,1.40,59550
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,NILEM,1.80,90220
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,TAWES,1.64,81960
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,ANCO,UDANG,0.01,2400
2022,RIAU,KUANTAN SINGINGI,SUNGAI,NTP,BUBU,BARBUS,1.46,92805
